year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2014,03,New Jersey,6035,4437,10472,4780,3891,8671
2014,03,New Mexico,6872,6071,12943,5520,5261,10782
2014,03,New York,10862,17405,28268,8585,16545,25131
2014,03,North Carolina,1409,15178,16587,1268,15577,16846
2014,03,North Dakota,2280,3854,6135,1683,3705,5387
2014,03,Ohio,37419,25066,62484,28686,22852,51538
2014,03,Oklahoma,16000,13331,29330,13647,13144,26791
2014,03,Oregon,13652,13012,26664,11174,11086,22261
2014,03,Pennsylvania,63734,11386,75120,52273,9436,61709
2014,03,Puerto Rico,1327,256,1583,1262,269,1531
2014,03,Rhode Island,1361,1147,2508,1047,942,1990
2014,03,South Carolina,11395,7158,18553,8909,7293,16202
2014,03,South Dakota,3329,4653,7982,2537,4581,7118
2014,03,Tennessee,22926,17503,40429,20351,18060,38411
2014,03,Texas,56828,45376,102204,47584,48120,95704
2014,03,United States,714551,552985,1267537,572516,535035,1107551
2014,03,Utah,3807,4430,8237,3166,4350,7516
2014,03,Vermont,1837,1780,3617,1346,1532,2878
2014,03,Virgin Islands,19,1,20,,,
2014,03,Virginia,25317,18459,43776,20200,17568,37768
2014,03,Washington,18766,13878,32644,15646,12607,28253
2014,03,West Virginia,9906,8997,18902,7404,8854,16258
2014,03,Wisconsin,16326,16806,33132,12306,13546,25852
2014,03,Wyoming,2627,2750,5377,2102,2519,4620
2014,04,Alabama,15917,12004,27921,17782,16864,34646
2014,04,Alaska,3847,4410,8257,3500,4165,7665
2014,04,Arizona,11794,8007,19801,11710,9006,20716
2014,04,Arkansas,5257,5472,10729,5996,8065,14061
2014,04,California,44932,32562,77494,43107,34214,77320
2014,04,Colorado,17308,13847,31155,17690,15884,33573
2014,04,Connecticut,5374,2985,8359,5237,3289,8526
2014,04,Delaware,1663,1122,2785,1666,1306,2972
2014,04,District of Columbia,34,8,42,40,,40
2014,04,Florida,42841,22758,65598,44411,26739,71150
2014,04,Georgia,12278,7988,20266,13837,12183,26020
2014,04,Guam,125,78,204,138,82,220
2014,04,Hawaii,0,0,0,,,
2014,04,Idaho,2926,4006,6932,3043,4740,7783
2014,04,Illinois,24043,13265,37308,23505,14913,38417
2014,04,Indiana,19280,12987,32266,20164,15600,35765
2014,04,Iowa,206,2621,2827,217,3304,3521
2014,04,Kansas,5738,5614,11352,5879,6994,12872
2014,04,Kentucky,8689,8091,16779,9699,10337,20036
2014,04,Louisiana,11086,8436,19522,12563,14311,26873
2014,04,Maine,3497,3774,7271,3172,4169,7341
2014,04,Mariana Islands,0,2,2,,,
2014,04,Maryland,4484,4849,9332,3972,5546,9518
2014,04,Massachusetts,6001,3266,9266,5818,3273,9092
2014,04,Michigan,11429,10082,21510,10846,11931,22776
2014,04,Minnesota,11007,13059,24066,9105,12582,21687
2014,04,Mississippi,6331,4968,11298,7004,8666,15670
2014,04,Missouri,18948,15280,34228,20204,18118,38322
2014,04,Montana,3403,4959,8362,3274,5303,8578
2014,04,Nebraska,130,1687,1817,135,2331,2466
2014,04,Nevada,4658,3491,8150,4782,3654,8436
2014,04,New Hampshire,4760,3428,8187,4490,3493,7984
2014,04,New Jersey,5619,3529,9148,4794,3780,8573
2014,04,New Mexico,5458,4404,9863,5659,4874,10533
2014,04,New York,9868,15810,25678,8932,16594,25526
2014,04,North Carolina,1162,11135,12297,1320,15287,16607
2014,04,North Dakota,2241,3590,5831,1848,3842,5690
2014,04,Ohio,30093,21278,51371,29470,24056,53526
2014,04,Oklahoma,13966,11286,25252,14139,13293,27432
2014,04,Oregon,11117,10282,21398,10782,10968,21750
2014,04,Pennsylvania,49001,8736,57737,50660,9483,60143
2014,04,Puerto Rico,1099,239,1338,1195,267,1462
2014,04,Rhode Island,1038,838,1877,971,853,1824
2014,04,South Carolina,8807,5576,14382,9381,7822,17203
2014,04,South Dakota,2636,3753,6389,2582,4707,7288
2014,04,Tennessee,19406,13185,32591,21694,18392,40086
2014,04,Texas,44802,35696,80498,48790,47860,96650
2014,04,United States,577496,439454,1016950,581361,525981,1107342
2014,04,Utah,2963,3617,6580,3136,4395,7532
2014,04,Vermont,1676,1723,3399,1392,1560,2952
2014,04,Virgin Islands,26,0,26,,,
2014,04,Virginia,18902,14424,33327,19511,17242,36752
2014,04,Washington,15805,11498,27303,15537,12656,28194
2014,04,West Virginia,7417,7134,14551,7623,8853,16476
2014,04,Wisconsin,14083,14061,28145,13251,13528,26779
2014,04,Wyoming,2329,2553,4882,2339,2714,5053
2014,05,Alabama,14841,10370,25211,17503,15942,33445
2014,05,Alaska,3495,3683,7178,3515,4059,7574
2014,05,Arizona,10502,7150,17652,11746,9078,20824
2014,05,Arkansas,4601,4533,9134,5824,7806,13630
2014,05,California,42011,29293,71304,42970,33239,76209
2014,05,Colorado,16102,12849,28951,18104,15775,33879
2014,05,Connecticut,5321,2090,7411,5559,3001,8559
2014,05,Delaware,2031,1900,3930,2297,2590,4887
2014,05,District of Columbia,32,2,34,41,,41
2014,05,Florida,40449,20924,61373,44920,26982,71902
2014,05,Georgia,11584,7101,18685,14436,12083,26519
2014,05,Guam,95,74,168,95,77,171
2014,05,Hawaii,0,0,0,,,
2014,05,Idaho,2846,3905,6751,3261,5069,8330
2014,05,Illinois,20348,10954,31302,23045,14787,37832
2014,05,Indiana,17591,11056,28647,21337,16172,37509
2014,05,Iowa,139,1832,1970,211,3194,3406
2014,05,Kansas,4855,4442,9297,6108,6831,12940
2014,05,Kentucky,7824,6313,14137,10207,10489,20695
2014,05,Louisiana,10678,8175,18853,12966,14519,27485
2014,05,Maine,2948,2976,5924,3326,4225,7551
2014,05,Mariana Islands,0,0,0,,,
2014,05,Maryland,2802,4281,7083,2956,5946,8902
2014,05,Massachusetts,5367,2706,8073,5893,3339,9232
2014,05,Michigan,9440,7863,17303,11058,11948,23007
2014,05,Minnesota,8338,8721,17059,9105,12635,21739
2014,05,Mississippi,6140,4346,10486,7398,8288,15686
2014,05,Missouri,16647,11615,28262,19966,17313,37279
2014,05,Montana,2995,4336,7332,3245,5170,8415
2014,05,Nebraska,119,1456,1575,142,2430,2572
2014,05,Nevada,4399,3073,7472,4756,3576,8331
2014,05,New Hampshire,4215,3083,7299,4742,3737,8480
2014,05,New Jersey,5342,3158,8500,4764,3768,8532
2014,05,New Mexico,5311,4148,9459,5754,5115,10869
2014,05,New York,8931,11872,20803,9375,16509,25883
2014,05,North Carolina,1081,9650,10732,1266,15234,16501
2014,05,North Dakota,1736,2894,4630,1914,3794,5708
2014,05,Ohio,25213,17141,42354,30702,24802,55504
2014,05,Oklahoma,11765,8901,20666,14464,13131,27594
2014,05,Oregon,10600,9019,19618,11782,11127,22909
2014,05,Pennsylvania,41801,7558,49359,50716,9789,60505
2014,05,Puerto Rico,1223,286,1509,1162,284,1446
2014,05,Rhode Island,920,751,1671,981,881,1862
2014,05,South Carolina,7330,4504,11835,8932,7459,16391
2014,05,South Dakota,2331,3065,5396,2681,4584,7266
2014,05,Tennessee,17962,11837,29799,21688,18552,40240
2014,05,Texas,43220,34165,77385,49949,47920,97870
2014,05,United States,517743,373761,891504,586136,523813,1109949
2014,05,Utah,2814,3254,6068,3347,4488,7835
2014,05,Vermont,1123,1164,2287,1329,1622,2952
2014,05,Virgin Islands,10,4,14,,,
2014,05,Virginia,17157,12212,29369,20719,17670,38389
2014,05,Washington,14287,9928,24214,15915,12397,28312
2014,05,West Virginia,6554,5800,12354,7848,8972,16819
2014,05,Wisconsin,10251,9055,19306,12085,13361,25446
2014,05,Wyoming,2028,2292,4321,2130,2654,4785
2014,06,Alabama,13206,11932,25137,16279,17213,33492
2014,06,Alaska,3060,2884,5944,3372,3775,7148
2014,06,Arizona,9859,6547,16406,11907,8710,20616
2014,06,Arkansas,4499,4421,8920,5768,7848,13616
2014,06,California,37655,27013,64668,41042,32012,73053
2014,06,Colorado,14596,11069,25665,17215,14622,31837
2014,06,Connecticut,4722,1812,6534,5105,2639,7743
2014,06,Delaware,1665,1330,2995,1969,1921,3890
2014,06,District of Columbia,23,1,24,39,,39
2014,06,Florida,38543,20295,58838,44015,26858,70873
2014,06,Georgia,10964,6983,17946,13824,12039,25863
2014,06,Guam,99,53,152,99,57,156
2014,06,Hawaii,0,0,0,,,
2014,06,Idaho,2583,3650,6233,3158,5043,8201
2014,06,Illinois,17574,10241,27815,21484,14899,36383
2014,06,Indiana,14832,10029,24861,19142,15262,34404
2014,06,Iowa,165,1780,1945,246,3242,3488
2014,06,Kansas,4291,4205,8496,5848,6933,12782
2014,06,Kentucky,7093,6141,13234,9764,10439,20203
2014,06,Louisiana,10626,8039,18665,12547,14308,26855
2014,06,Maine,2392,2524,4917,2900,3913,6814
2014,06,Mariana Islands,0,1,1,,,
2014,06,Maryland,2638,4022,6659,2961,5712,8673
2014,06,Massachusetts,4601,2358,6960,5347,3040,8387
2014,06,Michigan,7898,6801,14699,10010,10915,20925
2014,06,Minnesota,7552,7776,15327,9477,12458,21935
2014,06,Mississippi,5314,4289,9603,7081,8263,15343
2014,06,Missouri,15304,11397,26701,19156,17711,36866
2014,06,Montana,2921,4198,7118,3259,5251,8510
2014,06,Nebraska,101,1262,1363,121,2284,2405
2014,06,Nevada,4306,2902,7208,4971,3547,8518
2014,06,New Hampshire,3535,2817,6352,4295,3634,7930
2014,06,New Jersey,4420,2742,7162,4115,3342,7458
2014,06,New Mexico,4903,3838,8741,5685,5004,10689
2014,06,New York,7825,10256,18082,8715,14754,23469
2014,06,North Carolina,1044,9790,10834,1249,15359,16608
2014,06,North Dakota,1378,2394,3772,1803,3533,5337
2014,06,Ohio,21242,15419,36661,28128,22142,50270
2014,06,Oklahoma,11444,9094,20538,14227,13601,27828
2014,06,Oregon,9604,8458,18062,11062,10974,22036
2014,06,Pennsylvania,36587,6685,43272,44157,8923,53080
2014,06,Puerto Rico,1044,245,1289,995,236,1232
2014,06,Rhode Island,805,618,1423,971,743,1714
2014,06,South Carolina,6739,4356,11095,8674,7394,16067
2014,06,South Dakota,2121,2862,4983,2789,4613,7402
2014,06,Tennessee,16749,11734,28482,20962,17786,38747
2014,06,Texas,39846,32146,71993,46486,47712,94198
2014,06,United States,467542,350009,817551,562938,511573,1074511
2014,06,Utah,2510,3029,5540,3239,4434,7673
2014,06,Vermont,989,901,1890,1224,1371,2595
2014,06,Virgin Islands,22,3,25,,,
2014,06,Virginia,16182,12119,28301,20020,17528,37547
2014,06,Washington,13361,9580,22940,15420,12241,27661
2014,06,West Virginia,5600,5054,10655,7239,8158,15397
2014,06,Wisconsin,8754,7862,16616,11396,12832,24228
2014,06,Wyoming,1755,2053,3807,2130,2640,4770
2014,07,Alabama,13369,11158,24528,16469,15633,32101
2014,07,Alaska,2965,2963,5928,3375,3634,7010
2014,07,Arizona,9536,6669,16205,11605,8730,20335
2014,07,Arkansas,4304,4590,8895,5731,7798,13529
2014,07,California,38403,26930,65333,44359,33515,77874
2014,07,Colorado,15484,12405,27888,17777,15707,33484
2014,07,Connecticut,4555,1638,6193,5382,2620,8002
2014,07,Delaware,1498,1533,3032,1890,2243,4133
2014,07,District of Columbia,50,6,55,45,,45
2014,07,Florida,38827,20652,59479,43985,27041,71027
2014,07,Georgia,10369,7039,17408,13635,11607,25242
2014,07,Guam,84,46,130,88,48,137
2014,07,Hawaii,0,0,0,,,
2014,07,Idaho,2312,3251,5563,3045,4833,7878
2014,07,Illinois,18134,11323,29457,21866,15328,37194
2014,07,Indiana,15341,10557,25897,20328,15589,35918
2014,07,Iowa,133,1769,1902,236,3207,3443
2014,07,Kansas,4504,4217,8722,5696,6664,12360
2014,07,Kentucky,7545,6503,14048,10013,10495,20508
2014,07,Louisiana,9194,8389,17582,11064,13735,24799
2014,07,Maine,2331,2756,5086,2953,3974,6927
2014,07,Mariana Islands,0,2,2,,,
2014,07,Maryland,2160,3900,6060,2585,5616,8201
2014,07,Massachusetts,4444,2499,6943,5362,3363,8725
2014,07,Michigan,8001,7282,15283,10399,11592,21991
2014,07,Minnesota,6874,8172,15046,9182,12643,21826
2014,07,Mississippi,5491,4546,10038,7149,7841,14990
2014,07,Missouri,14696,11452,26148,18632,17645,36277
2014,07,Montana,2522,3807,6329,2924,5142,8065
2014,07,Nebraska,87,1370,1456,125,2336,2461
2014,07,Nevada,3930,2742,6673,4770,3623,8394
2014,07,New Hampshire,3439,2702,6140,4296,3501,7797
2014,07,New Jersey,4388,2949,7337,4491,3721,8211
2014,07,New Mexico,4457,3786,8243,5313,4996,10309
2014,07,New York,8270,10629,18899,9146,16364,25510
2014,07,North Carolina,1076,9496,10572,1337,15102,16439
2014,07,North Dakota,1345,2440,3785,1766,3585,5351
2014,07,Ohio,22710,16585,39294,29469,23338,52807
2014,07,Oklahoma,11321,9115,20436,14153,13583,27736
2014,07,Oregon,8677,7698,16375,10921,10648,21569
2014,07,Pennsylvania,37998,7197,45196,47526,9652,57178
2014,07,Puerto Rico,1075,265,1340,1142,256,1397
2014,07,Rhode Island,848,714,1562,1063,921,1985
2014,07,South Carolina,6296,4803,11099,8844,7332,16176
2014,07,South Dakota,2124,2941,5066,2834,4669,7503
2014,07,Tennessee,17757,12227,29984,21834,17715,39549
2014,07,Texas,38257,33207,71464,48178,48518,96696
2014,07,United States,466224,358424,824648,577617,505831,1083448
2014,07,Utah,2309,2905,5214,3266,4392,7658
2014,07,Vermont,1041,1010,2050,1311,1484,2794
2014,07,Virgin Islands,14,8,22,,,
2014,07,Virginia,17300,12766,30065,19392,16828,36220
2014,07,Washington,12310,8890,21200,15356,12143,27500
2014,07,West Virginia,5689,5403,11092,7370,8503,15873
2014,07,Wisconsin,8715,8565,17280,10937,13652,24590
2014,07,Wyoming,1665,1958,3623,2112,2583,4695
2014,08,Alabama,15249,13846,29095,17112,16198,33310
2014,08,Alaska,3469,4491,7961,3734,3973,7707
2014,08,Arizona,10658,8425,19083,12083,8924,21007
2014,08,Arkansas,4812,6156,10968,5787,7492,13280
2014,08,California,42581,33649,76230,46064,34828,80892
2014,08,Colorado,16496,14783,31279,18835,15530,34365
2014,08,Connecticut,6601,2808,9409,7151,3248,10399
2014,08,Delaware,1628,1844,3472,1956,2199,4156
2014,08,District of Columbia,48,3,52,45,,45
2014,08,Florida,42800,23587,66387,46618,27680,74298
2014,08,Georgia,12221,9746,21967,14337,11800,26138
2014,08,Guam,95,56,151,102,60,162
2014,08,Hawaii,0,0,0,,,
2014,08,Idaho,2708,4545,7253,3137,4949,8087
2014,08,Illinois,18973,14198,33170,22006,15435,37441
2014,08,Indiana,17599,13979,31578,20778,15549,36327
2014,08,Iowa,132,2429,2561,182,3143,3325
2014,08,Kansas,4657,5799,10457,5746,6723,12469
2014,08,Kentucky,8567,8734,17301,10649,10748,21397
2014,08,Louisiana,11674,12518,24192,12354,13523,25877
2014,08,Maine,2680,3876,6556,3083,4219,7302
2014,08,Mariana Islands,0,0,0,,,
2014,08,Maryland,2643,5057,7700,2884,5955,8839
2014,08,Massachusetts,5554,3198,8752,5701,3303,9005
2014,08,Michigan,8864,11043,19907,10701,12148,22850
2014,08,Minnesota,7614,13054,20668,9008,12822,21830
2014,08,Mississippi,6604,7031,13636,6899,7607,14506
2014,08,Missouri,20178,16976,37155,22692,19077,41769
2014,08,Montana,3234,5120,8354,3357,5397,8754
2014,08,Nebraska,94,2070,2164,110,2421,2531
2014,08,Nevada,4419,3287,7706,5013,3758,8770
2014,08,New Hampshire,3980,3480,7460,4502,3717,8218
2014,08,New Jersey,4018,3339,7357,4333,3718,8051
2014,08,New Mexico,5234,4630,9864,5719,5191,10910
2014,08,New York,7864,14863,22727,8897,17366,26263
2014,08,North Carolina,1294,13512,14806,1497,15670,17167
2014,08,North Dakota,1575,3364,4939,1859,3622,5481
2014,08,Ohio,23950,19600,43550,29468,23659,53127
2014,08,Oklahoma,12751,11564,24316,14588,13137,27724
2014,08,Oregon,9324,8973,18296,10957,10769,21727
2014,08,Pennsylvania,44422,9854,54276,47108,11025,58133
2014,08,Puerto Rico,1220,316,1536,1204,274,1478
2014,08,Rhode Island,979,861,1840,1148,996,2144
2014,08,South Carolina,7597,6901,14498,9162,7522,16684
2014,08,South Dakota,2319,4212,6531,2732,4756,7488
2014,08,Tennessee,19798,16604,36402,22486,18059,40545
2014,08,Texas,44560,50428,94988,51604,50555,102158
2014,08,United States,525916,477808,1003724,595857,521308,1117165
2014,08,Utah,2736,3581,6316,3499,4452,7951
2014,08,Vermont,1174,1346,2520,1380,1581,2961
2014,08,Virgin Islands,13,2,15,,,
2014,08,Virginia,17637,15043,32680,20383,17860,38243
2014,08,Washington,13264,10700,23964,15601,12216,27817
2014,08,West Virginia,6178,7003,13180,7356,8562,15919
2014,08,Wisconsin,9417,13072,22490,10809,13802,24612
2014,08,Wyoming,1760,2252,4012,2000,2450,4450
2014,09,Alabama,14364,15236,29600,18265,16986,35251
2014,09,Alaska,2845,3787,6632,3569,3834,7403
2014,09,Arizona,10130,8768,18898,12017,9155,21172
2014,09,Arkansas,4865,7512,12377,6137,8089,14226
2014,09,California,41492,31353,72845,49253,34933,84186
2014,09,Colorado,15325,14913,30238,18088,15387,33475
2014,09,Connecticut,8564,4026,12590,9606,4200,13806
2014,09,Delaware,1571,1921,3491,1984,2139,4123
2014,09,District of Columbia,52,1,53,50,,50
2014,09,Florida,42872,25721,68594,50367,29406,79774
2014,09,Georgia,11540,11016,22557,14761,12380,27141
2014,09,Guam,99,53,152,111,56,167
2014,09,Hawaii,0,0,0,,,
2014,09,Idaho,2795,5643,8438,3304,5100,8404
2014,09,Illinois,18569,14313,32882,22635,15660,38295
2014,09,Indiana,15940,14235,30175,20237,15598,35835
2014,09,Iowa,200,2930,3131,237,3166,3404
2014,09,Kansas,4618,6167,10784,6201,6889,13090
2014,09,Kentucky,8151,9432,17584,10534,10797,21332
2014,09,Louisiana,13388,19203,32591,13327,14659,27987
2014,09,Maine,2872,5244,8116,3098,4183,7281
2014,09,Mariana Islands,0,2,2,,,
2014,09,Maryland,2524,5291,7816,3087,5943,9031
2014,09,Massachusetts,4650,2804,7454,5520,3104,8624
2014,09,Michigan,8632,13453,22085,10546,12112,22658
2014,09,Minnesota,7616,17678,25295,9030,12887,21917
2014,09,Mississippi,8638,10200,18839,11479,11851,23330
2014,09,Missouri,17301,17302,34603,21158,19178,40335
2014,09,Montana,3059,6041,9100,3411,5397,8808
2014,09,Nebraska,106,2378,2484,131,2494,2625
2014,09,Nevada,4137,3352,7489,4937,3732,8669
2014,09,New Hampshire,3815,3513,7328,4370,3497,7867
2014,09,New Jersey,3841,3139,6981,4496,3714,8210
2014,09,New Mexico,4756,4853,9610,5739,5251,10990
2014,09,New York,8222,18656,26878,9585,17122,26707
2014,09,North Carolina,1241,13768,15008,1478,15666,17143
2014,09,North Dakota,1624,4274,5897,1896,3664,5559
2014,09,Ohio,24110,20734,44844,30069,23460,53530
2014,09,Oklahoma,12009,12588,24597,15401,14162,29563
2014,09,Oregon,9998,11428,21426,11638,10871,22509
2014,09,Pennsylvania,46757,9705,56462,56818,10570,67388
2014,09,Puerto Rico,1148,275,1423,1196,246,1442
2014,09,Rhode Island,972,805,1778,1108,914,2023
2014,09,South Carolina,7138,7066,14204,9351,7682,17032
2014,09,South Dakota,2378,5098,7477,2825,4685,7510
2014,09,Tennessee,19411,16772,36182,23565,18726,42290
2014,09,Texas,40934,54203,95137,51463,50536,101999
2014,09,United States,518201,528239,1046440,611985,528910,1140895
2014,09,Utah,2862,4623,7486,3596,4717,8313
2014,09,Vermont,1199,1827,3026,1370,1651,3020
2014,09,Virgin Islands,9,4,13,,,
2014,09,Virginia,17631,16319,33949,20797,17654,38451
2014,09,Washington,13088,12233,25321,15716,12470,28186
2014,09,West Virginia,6191,8569,14760,7701,8902,16603
2014,09,Wisconsin,10180,14971,25152,11563,13377,24939
2014,09,Wyoming,1772,2838,4610,2089,2688,4777
2014,10,Alabama,16215,16999,33214,19159,16722,35881
2014,10,Alaska,4716,5166,9881,3756,3842,7598
2014,10,Arizona,11081,9331,20413,12499,9547,22046
2014,10,Arkansas,6072,10572,16644,7031,8439,15471
2014,10,California,47112,33668,80780,48392,34052,82444
2014,10,Colorado,17346,17285,34631,18743,15652,34395
2014,10,Connecticut,9827,5119,14947,10258,4660,14918
2014,10,Delaware,1800,2216,4016,1943,2021,3964
2014,10,District of Columbia,56,2,58,51,,51
2014,10,Florida,44187,27951,72138,47451,28127,75578
2014,10,Georgia,13033,14636,27668,15179,12563,27743
2014,10,Guam,130,51,180,123,43,166
2014,10,Hawaii,0,0,0,,,
2014,10,Idaho,2779,5955,8734,3191,4975,8165
2014,10,Illinois,20576,16281,36857,22760,15382,38143
2014,10,Indiana,18336,17182,35518,20449,15846,36296
2014,10,Iowa,197,4037,4234,204,3335,3539
2014,10,Kansas,5526,7030,12556,6112,6639,12751
2014,10,Kentucky,10102,13329,23431,11617,11652,23269
2014,10,Louisiana,11361,17614,28975,12754,14331,27084
2014,10,Maine,3278,7405,10683,3168,4276,7444
2014,10,Mariana Islands,0,2,2,,,
2014,10,Maryland,2668,6577,9244,2843,5810,8653
2014,10,Massachusetts,5584,3869,9452,5815,3570,9385
2014,10,Michigan,9725,15181,24906,10394,12081,22475
2014,10,Minnesota,8618,19536,28154,9075,12646,21721
2014,10,Mississippi,7017,9548,16565,8307,8485,16792
2014,10,Missouri,21082,23421,44503,22196,19305,41501
2014,10,Montana,3179,7614,10793,3420,5464,8884
2014,10,Nebraska,146,2971,3117,148,2444,2592
2014,10,Nevada,4478,3433,7911,4816,3505,8321
2014,10,New Hampshire,4375,4522,8897,4416,3664,8080
2014,10,New Jersey,3941,4110,8051,4443,3825,8268
2014,10,New Mexico,5851,5708,11559,6139,5496,11635
2014,10,New York,9176,24257,33433,9750,18947,28697
2014,10,North Carolina,1524,17293,18817,1558,15835,17393
2014,10,North Dakota,1866,5944,7810,1976,3693,5670
2014,10,Ohio,29525,25740,55265,31006,23852,54858
2014,10,Oklahoma,14612,14697,29310,16538,14050,30587
2014,10,Oregon,10933,11771,22704,11725,11027,22752
2014,10,Pennsylvania,55165,11834,66999,56642,10915,67557
2014,10,Puerto Rico,1290,239,1529,1259,250,1509
2014,10,Rhode Island,1119,1008,2126,1121,920,2041
2014,10,South Carolina,8306,8726,17032,10123,8263,18386
2014,10,South Dakota,2555,7325,9880,2812,4621,7433
2014,10,Tennessee,22085,20181,42265,24242,19118,43360
2014,10,Texas,46597,52250,98847,52556,49945,102501
2014,10,United States,585662,611316,1196978,633047,532080,1165127
2014,10,Utah,2739,4641,7380,3337,4673,8011
2014,10,Vermont,1307,2102,3409,1396,1590,2985
2014,10,Virgin Islands,30,1,31,,,
2014,10,Virginia,19810,19000,38810,21042,17309,38351
2014,10,Washington,15979,13861,29840,16806,12499,29305
2014,10,West Virginia,7222,10938,18160,8036,9092,17128
